P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34
-2.58642479662,-0.137633249757,0.9368442288,-0.285528890195,-0.329482485616,-0.0989320178711,0.155059299938,-0.183907498846,0.374601151106,0.295621799562,0.152358491775,-0.314008250877,0.0346556232247,0.013401378221,0.175779921333,-0.210274749571,-0.303771435876,-0.103053957371,0.163756888845,0.0459984922585,-0.147615618642,-0.21968760963,-0.158690620885,-0.0901065998387,-0.000883384308123,-0.22461220502,0.0132487906232,-0.148048326902,-0.0149471244599,0.315217274771,0.0859206942278,-0.0248188965867,-0.105260428748,0.00595174687219,-0.208769210556
-2.62095966571,-0.24172103098,1.08060014214,-0.20799472611,-0.185940788249,-0.127596385552,-0.0540648267409,-0.327102621628,0.220231903127,0.323515241457,-0.0513205273575,-0.0503725703393,-0.15192406931,-0.203000816334,-0.0923403327252,-0.153462517268,-0.427530727988,-0.227710932911,0.0315070957415,0.267536383135,0.129644478205,-0.22548730108,-0.0556580601793,0.240400082779,0.0643047625326,-0.127797374149,-0.080085560132,-0.0560415791047,-0.0930258112389,0.0906780006822,-0.0143198386232,-0.144521144822,-0.0844431503749,-0.0461209480371,-0.190324765698
-3.02888032868,-0.898115704256,1.05578856798,0.223993810011,0.229206168609,0.0888604507907,0.467637463119,0.262695498974,0.0240206396185,-0.240126725365,0.328758469058,0.0343170175065,-0.247589348913,-0.0286196482675,-0.230826224224,0.140832475856,-0.0323300850416,-0.106691841351,0.281500170218,-0.0924268564333,0.137458132207,-0.083655074433,-0.0774059876771,0.107374065191,0.184359505988,-0.0576848079129,-0.125828580875,-0.01105084367,-0.136133581387,0.0259633135149,-0.105729070137,-0.145075431775,-0.0161776488345,-0.326573091946,-0.11412980766
-3.05266687758,-0.782901892911,1.11331909255,0.408626838167,0.275004738843,0.0303079077131,0.141744613846,0.111573743652,-0.276513241011,-0.234019280007,0.309808775138,0.111583743134,-0.272390941556,-0.258859396571,-0.00966193035342,0.306893912862,0.0146009443448,0.0948194487078,-0.0129286911636,0.459454426112,-0.154935328002,0.046650849983,0.212403960392,0.0712114403173,0.0121211531461,0.124231576016,0.0435614638087,-0.225915396092,0.00537789283757,0.0550981820402,0.145249490819,0.207977641553,0.151441452802,-0.295065839746,0.0298197300323
-3.02892144646,-1.01059423362,1.3337142202,0.185955011705,-0.167062749493,-0.540107405929,-0.0794226908485,0.036573310257,-0.0519508873702,0.0590253690814,0.198568526986,0.107042336695,-0.0513968855177,0.0484436632145,-0.0947594910747,0.336045486595,0.0311973991329,0.0256991396712,0.00301968898828,0.253333303518,-0.182680537575,-0.0584941139796,0.0867233430841,0.174543085905,-0.251087813223,-0.119420839445,-0.0186552726039,-0.162514930158,0.00511335335081,0.202198532828,0.330811420063,0.102404246475,-0.164609468994,-0.0366393620396,-0.0578078085799
-2.14280296907,1.46314481396,0.611034715474,0.571030150147,0.574891602455,-0.0464129718535,-0.574689442345,-1.12528106837,-0.219460977507,0.0483242534345,-0.194618907111,0.149829220814,0.156249015801,0.29235369306,0.41582769018,-0.193291607766,0.0203177944457,0.150786841518,0.123877930229,0.0441779665077,-0.0485676444169,-0.142612196148,0.160117595446,0.276457474903,-0.119872404582,-0.207380770183,-0.0588662534948,0.0240634068698,-0.324713634677,0.0730696933932,-0.532266110494,-0.099831693809,-0.262419486068,-0.227704148464,-0.188294072494
-2.78483491211,0.541609446341,0.972592372335,0.858635219897,0.379203127207,-0.29174929025,-0.219108894027,-0.434472052991,-0.205848569897,-0.0979652272107,-0.289778461038,-0.395093511948,0.150260035399,-0.298351222258,-0.346792440822,-0.369417927542,0.386382935994,-0.0255322475307,0.00333639289906,-0.075035741403,-0.0153963137514,-0.0578774975163,-0.207514904452,-0.304940919912,0.2115737994,0.134416011081,-0.0675861189936,-0.245024416586,-0.250947513309,0.176411152771,-0.1021145592,-0.0059079526392,0.19554530121,-0.151097910736,-0.31630133503
-2.87549075493,0.204119329248,1.00158288467,0.650723640059,0.424739862462,0.0789193933795,0.230138989989,0.0019260730322,-0.163927679542,0.119360499083,-0.104009181117,-0.12762275581,-0.0161946165299,-0.303594818844,-0.164528837708,0.0100483667944,-0.0132008597905,0.189787830128,0.0545022642435,-0.225291604402,0.204320084468,0.495691969486,-0.138424664563,-0.156758035112,-0.102732106437,-0.127625109866,-0.278103241659,-0.0810400446107,0.0102105615782,0.093287671065,-0.00802272839882,0.260025030479,-0.112951649323,-0.0846574670151,-0.348581833147
-2.86991837782,-0.139009320303,1.03315158296,0.383480151383,-0.0429226041596,-0.451860925918,0.173284357093,-0.422565153849,-0.0253356916691,0.360645796233,0.0226420407337,-0.24092960596,0.174316840264,-0.19329637975,-0.158575623244,0.0903591338343,-0.180377298204,0.160505138708,-0.113286568776,0.0746745581123,0.0658971974227,0.00174268534874,0.0256737491635,-0.36869707054,0.0336649084556,0.0530139840687,-0.0743335396131,-0.461032958915,0.0559502732662,0.0657069440761,0.147824211787,-0.0704304129063,-0.0170162778836,-0.0936643840713,-0.155625181434
-2.94302740613,-0.69848292831,1.26118818201,0.181129665228,-0.100923539574,-0.711470475157,-0.168202776753,-0.155313756261,0.125471353027,0.214115112758,-0.0842556335558,0.0915980855058,-0.115034497773,-0.211531022683,-0.272639022567,0.182218249311,-0.0581918451963,-0.0471116625815,-0.190262935369,0.200469176933,-0.159433044459,-0.0833316165611,0.0911442403992,-0.241133917838,-0.0264290107641,0.0868644098709,-0.196277492712,0.051311004025,0.0644034283555,-0.0571218764158,0.278273485018,-0.121213857389,0.114920800105,0.0229543313831,-0.266384619826
-3.03200597112,-0.662029496787,1.21001335531,0.543368887945,0.0525743776702,-0.696857765252,-0.0648944147556,-0.243714733758,-0.175998325945,-0.236488295899,-0.0457591561917,-0.0402819015809,0.00483889896033,-0.470562052343,-0.430409232674,-0.0534439650683,0.114113285122,0.0179500527888,0.0149960813362,-0.130385235727,0.0695634415644,-0.409207192689,0.0700167710996,-0.0702559314751,0.170369791812,0.100783433982,0.00506991567842,-0.0607965525355,-0.0728434546521,0.176780570476,0.388830315985,0.229708681915,0.0587829524006,0.0258198856999,-0.008151609315
-3.05645087218,-1.21812862218,1.30145083205,0.231232081149,-0.0946523468451,-0.560815739202,0.0608450898028,0.27270121311,-0.145711549005,-0.272218933729,0.162967333615,0.0587691427586,-0.0131734507478,0.164811866868,0.0465462068903,0.521559639782,-0.0558944761637,-0.042262877322,0.231391910285,0.110420253378,0.179220241224,-0.0375570713188,-0.231310109182,-0.0581374517311,-0.0689453208701,-0.148567248665,-0.244186736296,-0.119803355242,-0.0340349937972,0.124509472065,0.0723881186651,0.145737506335,0.271243201474,-0.014288186988,0.00522837631249
-3.08746271825,-1.39011885304,1.4442587881,0.19688912748,-0.126461987159,-0.708918801757,-0.0920445243477,-0.0721742635123,-0.154966852717,-0.156132359104,0.0642803971358,0.329738951021,-0.0443341798821,0.31975367888,-0.247662474127,0.225545098335,-0.107070483055,0.0856927278378,0.335103443743,0.051247040694,0.190301927192,-0.355500905735,-0.0867248315936,0.184337534717,-0.0762588397281,-0.0773154783066,-0.0808919116726,-0.079660417463,-0.0751297415522,-0.0109233102268,0.027639658087,-0.021515659561,0.0626496205626,-0.0831302962073,0.101099803188
-3.01933559805,-1.10575547665,1.29949840816,0.194276752598,-0.137132738694,-0.693419733818,-0.0162902118369,-0.0133345752506,-0.217736964707,-0.196201086081,0.0542475411596,0.413618660954,0.0643628974721,0.0708219495326,-0.134142033119,-0.010354206004,-0.0745383012661,-0.0553152415699,0.0276050455325,0.0567446616719,-0.217226524401,-0.469064932321,0.0501873772263,-0.171595429614,0.0195947329793,0.00345588488291,0.0652892860954,0.130800942726,-0.137180395363,0.0277720391652,0.129555321407,-0.21649333498,-0.180545800018,-0.0469644405883,0.126913924775
-3.02551801534,-1.03022513898,1.32703479854,0.252933066433,0.0264533603453,-0.439496693739,-0.0614654924309,0.17436567862,-0.102144703907,-0.0571083715239,0.0769639337805,0.41309422949,-0.120514972527,0.141959296479,-0.0260196861487,-0.0756754760568,-0.0583512063106,0.241506915536,0.0678754324644,-0.00472189806987,-0.053949604865,-0.161124254606,-0.0166209169294,-0.156279529436,-0.0576010407266,-0.00690111005561,0.014773574636,0.207198390809,-0.0468993589268,0.142498702464,-0.0527700518244,-0.0632777540447,0.0393792495547,0.101750248013,0.0227579166054
-2.98711429184,-0.884253606694,1.27012372546,0.345617833932,0.0783793483257,-0.598969220111,-0.0909771823692,-0.0721991453269,-0.300602061715,0.0960799498816,0.107573132718,0.348529076395,-0.0133726435528,0.0539265411962,-0.0474329616046,-0.0668429664485,-0.00585239334226,0.215257867638,0.116455491406,0.00363887028066,0.21552971201,-0.221055785575,-0.095339786853,0.13738258517,-0.106697050734,-0.162006193673,0.12826386545,0.252788798192,-0.0616598228872,0.0214675416901,0.0289995246733,0.0166966555866,0.203221864545,0.0994290070042,0.0378160554289
-2.99000050194,-0.893870590916,1.36009759516,0.329237509744,-0.0313027344194,-0.732496949391,-0.0307245036332,-0.245091689707,-0.206649349432,0.0444150175129,-0.0640984996028,0.311545743676,0.0783576276435,0.157428028831,-0.083133293036,0.160181831066,-0.000607604802745,0.112486001541,0.174289119786,0.150025013304,0.135288674335,0.0160267250772,0.0817420267185,0.184538579905,-0.143529662604,0.155716578365,0.206032265896,0.0356456209722,-0.106776454878,0.0401141830942,0.0713905376208,0.0459623516793,0.269694933128,0.0570393549925,0.0770623686922
-3.04514185331,-1.21283803096,1.35648563847,0.18346150711,-0.0449251714839,-0.591744855405,0.136684897937,0.042976106617,-0.0786654470611,-0.246847351184,0.241968771303,0.170454213054,-0.121984438671,0.202643147468,-0.325424056552,0.278660382842,-0.0862862363031,-0.107376777444,-0.210737044807,0.498442736584,-0.120377413656,0.0436095964532,-0.0678149460067,0.0550486950819,0.0477769457335,0.152469836922,0.136495314515,-0.0253324081004,-0.128695447007,0.292492014911,0.131755445698,0.0590469388875,0.11860294334,0.0685567813851,-0.124547990892
-1.2401904612,1.64116654764,-0.154622282397,0.539335761634,1.18651863388,0.909018562537,-0.73649920052,0.444056736795,-0.0334030377422,0.325854697277,-0.0633306311096,0.181931160035,-0.66108761072,1.18144442531,0.346278754886,0.398324054379,-0.459369097992,0.0566406544529,0.0712357351041,0.105478603062,-0.0638923313743,-0.274817767124,0.115939484868,0.264461961615,-0.0470332829437,0.367789609508,-0.182818608468,-0.186174894167,3.68828212178e-05,0.0587717687539,0.833965214603,-0.149591864776,0.370268683346,-0.504770096918,-0.0935476455605
-2.71673911232,1.02117569365,-0.105822001213,1.06521908871,1.18163779498,0.78726636342,-0.295317177721,-0.0407299229629,-0.643448268918,-0.080913993477,-0.178816201956,-0.146962471069,0.01133269372,0.408129648998,0.251097161296,0.110533096907,0.42318115456,0.0982970749909,0.060871463417,0.0235101231461,-0.163113280173,-0.279351621633,-0.0868395207447,-0.158124468852,0.252355530407,-0.0166962619981,-0.125474798379,-0.0988295352621,0.0317580105048,-0.0665494358231,0.128863514597,-0.15595962175,0.272582992251,0.00372879124474,0.178681191841
-2.88575427983,0.264667012967,0.271631399346,0.808339963251,0.876108124369,0.715287884682,-0.156018830681,0.259577288214,-0.482614677933,-0.0423247885495,0.0293590789226,-0.185739231962,-0.342137341568,-0.0426385045636,-0.135988485825,-0.0633650645842,0.373577678653,0.212083259017,0.111202123679,0.16066336535,-0.147288771054,-0.124224118358,-0.214667143225,-0.0177326353514,0.413926316159,0.145226295452,-0.0581246477802,-0.387038100332,-0.0510182838076,0.133951273691,0.2173606688,-0.212083326061,0.275758598373,-0.257131545352,0.0459795913478
-0.510887574368,1.65417100938,-0.450186652696,-0.217407013145,-0.462384628465,0.783051898894,0.110885121626,0.204367313357,0.739724192717,-0.110873447855,-0.00836346478719,-0.480749960683,0.10509243076,-0.0703169551269,0.277616917432,-0.0308792365683,-0.62438712315,0.0463530213377,0.283233143717,0.247004011286,0.036165325542,-0.760457466148,-0.0557960886503,-0.47290787794,-0.0325381585212,0.367712989924,0.288327736086,-0.1129890116,0.267063160609,0.182201719053,0.00630719234123,-0.183166623133,-0.54210992143,0.458823557836,-0.394816383247
0.00903983128414,2.23170695955,-0.698266695585,0.0096991113127,-0.0345149724701,1.14016397691,-0.319940548863,0.466268739146,0.0487371709433,0.074208355442,-0.163304983582,-0.158328774163,-0.14585543778,-0.112117805543,0.168244120153,0.0333186790694,-0.510365605644,0.211618013628,0.246407045918,0.315651940595,0.0711358733755,-0.406515674043,0.0385117556784,-0.170881811839,-0.0679187987613,0.35106158383,0.19321106,-0.110207353901,0.196718251019,-0.0259073309686,-0.0427942354307,-0.127538121558,-0.264343560061,0.264982265519,-0.205212097433
-1.03311190686,1.80783648391,-0.781275598958,0.218040366286,0.960899634991,1.15462401466,-0.836295266551,0.214188140456,-0.539459695776,0.252737995704,0.262271077171,0.257506332188,-0.333084336322,0.568840123985,0.475948488385,0.150878872423,-0.310800344874,0.492776471346,0.127619163284,0.435478009458,-0.263768452478,-0.447745523728,0.0529431989982,0.417659084964,-0.158846700329,0.312187442889,-0.138189241335,-0.197231193783,0.150359518863,-0.0648736316127,0.206370199571,-0.281027253702,-0.193615722178,-0.303233471346,0.0362724058182
-2.47170062536,0.911259173275,-0.606981409512,0.461017908628,0.8312283771,0.74841135895,-0.514561174553,0.317856274095,-0.332687280625,0.00985461800398,0.070130088311,-0.0647442957741,-0.263427419742,0.496684761496,0.288660954737,-0.0133154661285,0.134408437652,0.275867118872,-0.0279656008853,0.0581457865111,-0.34892292472,-0.477549507499,-0.40074523841,0.0801904804436,-0.0999228197296,-0.0981551605278,-0.310314038246,0.129383079434,0.330695172625,-0.0514241774301,0.239113257396,-0.0708417188394,-0.0999563103062,-0.0680341455363,0.245166149291
-2.90553424592,0.359082616386,-0.379294805539,0.826025943169,0.965120145139,0.803205829786,-0.421415783921,0.261865095576,-0.700198617834,-0.146192723471,0.0692007374726,-0.0405499276982,-0.215063434338,0.120426568378,-0.00880215784008,-0.18538863673,0.161905706529,0.505762100858,0.0705350951314,0.179042731896,-0.239105253625,-0.280704026311,-0.264523773052,-0.156368028316,0.392964943391,0.042992920825,-0.37453775686,-0.266078038493,0.265699888876,0.0529795024246,0.0464668416604,-0.247992021133,0.170624157197,-0.126666320564,0.141363250797
-3.08076826528,-0.414662777549,-0.106266974534,0.453138416368,0.524095810917,0.403300391318,-0.266716950838,0.372163439377,-0.356519373111,-0.145429376958,0.143575933579,-0.192359485936,-0.244626781691,-0.0096151139407,-0.181429204815,-0.0613696208876,-0.174929845337,0.271125002178,0.130405553881,0.288235830755,-0.059422158849,-0.0479407397384,-0.474391508541,-0.0343257105919,0.230839635334,-0.0988864942801,-0.448625802472,-0.164693539655,0.505483063928,0.228339540243,0.0786373419027,-0.102476591459,0.610555186646,-0.128685014579,0.139769619865
-3.13234774795,-1.29253649261,0.100955632124,0.0424843501434,-0.0669008730318,0.117807712625,0.116734200155,0.567972597492,-0.424208125493,-0.255919088578,0.308906140196,0.180441336505,-0.165593382717,-0.0343928021819,-0.0798565778797,0.0314449053981,-0.131944659993,-0.139430905852,-0.113697720538,0.153185837211,-0.0572855640925,-0.256290150501,-0.464275939819,0.170454006184,0.107533610887,-0.212696816257,0.0412677293332,-0.447312583017,0.340714734853,0.207913672816,0.230856001545,-0.308675401015,0.0558506621645,-0.144293633624,0.282145230048
-3.12798449495,-1.19176592855,0.179586331316,0.0787738174806,0.116393415601,0.270752860843,0.12272097465,0.639510216902,-0.268844149061,-0.124593705058,0.0621966442075,0.429736788425,-0.215329544752,-0.165901852858,-0.00503929833105,-0.0129755983559,-0.282529553592,0.289182413048,-0.0505813430254,0.250165321615,0.0141734598316,0.158246888952,-0.225663178754,0.156719799837,-0.151584982795,-0.162203886606,-0.296350542457,-0.127784086684,0.255356628008,-0.216265970659,-0.00989951412627,-0.381152032493,-0.0198670950141,-0.0214738641999,0.0521603921148
-2.32410064054,0.971104536618,-0.00932201507227,0.657474938228,0.571403661021,0.17584789232,-0.285237359229,-0.230597467119,-0.359815743508,-0.57649571994,-0.137812500263,-0.585517166282,0.134427088631,-0.199314596202,-0.075587969459,0.108670639178,0.322674501409,0.102955479226,0.213596860456,-0.0671840837635,-0.0811095593677,-0.534876946342,-0.0669790709944,-0.103701277511,-0.103799819011,0.138410311591,-0.333894670957,0.101933070524,-0.086799335722,0.139761332131,0.0469536712173,-0.113402438662,-0.150188018875,-0.087165830066,-0.345833411495
-2.56574133325,0.455727070997,0.180570115373,0.422143625731,0.362859091781,0.396526241362,-0.280405325924,-0.236364524533,0.0170301356573,-0.478092245586,0.0577916577615,-0.967805953951,-0.022261770411,-0.324629181115,0.0711024715246,0.389052389158,0.433967728055,0.0260947210831,0.332867876864,-0.0897785132239,0.13850741557,-0.249315672409,0.193423540991,-0.0385856217525,-0.0436830485649,-0.145018637398,0.140519654397,0.133849028352,-0.0589149574219,0.181435913056,0.282037113718,-0.176894875587,-0.134289083495,0.06568049446,-0.329242279693
-2.80858360485,0.00952627875273,0.320434706836,0.404171074552,0.205068673599,0.0709284659666,0.328132045759,-0.154946399195,0.222993955246,-0.415889522154,0.319259703156,-0.540124040255,-0.201252966455,-0.40444433008,-0.405162330965,-0.263087151212,0.301677982819,0.263357848339,0.135773766547,-0.18978760945,0.0131511779548,-0.358685344717,0.108436371532,-0.132351799353,0.348572262458,0.180183294426,0.265081619122,0.120274338891,-0.201028037261,-0.0564603399382,0.181409873563,0.0854162634938,0.0857339368091,0.18271245088,-0.477141793452
-2.92737598514,-0.53632338252,0.504217545617,0.187763183865,0.293393701948,0.500055732735,0.163264528335,0.240583948175,-0.182068905132,-0.518545963286,0.265385415057,-0.0634687504876,-0.157087391318,-0.488562294971,-0.219344769047,-0.0981493524862,-0.0257941645795,0.559828051613,0.0673291307979,-0.145245630509,0.284197118328,-0.252219384612,0.239975701788,-0.127463577981,0.207070668778,-0.0206340945139,0.203940278706,0.194947233437,0.00610013693649,-0.0754494493406,0.214302396188,0.0840332430869,-0.0700490067949,0.255289728909,0.0730667786318
-2.94612955598,-0.529673904714,0.543182962989,0.222194833411,0.330451758221,0.313927013428,0.148091905438,0.291557728896,-0.387399883171,0.123667108669,0.212635174896,-0.0539188418044,-0.145559259486,-0.468162624893,-0.0746307864005,0.102213044489,0.0123364728169,0.457180582546,0.139066767157,-0.023934512123,0.293679683077,-0.293853790173,0.185923791866,0.050099299024,0.0746559095051,0.00428777967917,0.101512010776,0.119257223987,0.0403019110952,-0.0957894367925,0.141573803724,0.114936637503,-0.0336217122978,0.00962564520326,0.180122257257
-3.01755794597,-0.277796341957,0.402362140601,0.574721047544,0.385493961574,0.310122803902,0.0940646063736,0.255287010556,-0.697097060071,0.0173172942353,0.157884268524,-0.461109955133,-0.0109104275634,-0.353985173517,-0.0515317017199,0.0509675147032,0.17793628644,0.00783901274281,0.0639127666023,0.0136843318095,-0.0351340341916,-0.478347852589,-0.0907259410937,-0.0200237615681,0.120666821378,-0.0198118599273,0.113500806875,0.0329721724844,0.0949266286397,-0.00976334793516,0.27871834986,0.13633167452,0.0554814354906,0.164168039244,0.0316124255572
-3.03097943133,-0.294197568509,0.456404131618,0.594823986893,0.519898512137,0.556064161317,0.15210717956,0.302185866082,-0.806215322401,0.201902336779,0.166653862361,0.0348483438582,-0.0973239780092,-0.315439731698,-0.132928196515,-0.053604845389,0.0830304172724,0.155326103314,0.015704830538,0.0440594303219,-0.228251786341,-0.12728545511,0.0792092236018,-0.0237368233499,0.0785804277547,-0.277143219814,-0.0469444387666,-0.0420627851445,0.176201703956,-0.120072050385,0.130385502744,0.0324795516044,-0.0671573703661,0.0625976582002,-0.0684697089638
-3.04319353643,-0.612819558782,0.715990215971,0.361464578939,0.163380171242,0.199472249892,-0.0507576501304,0.482171851755,-0.423894731254,0.261470401331,0.17688263178,-0.21135171001,-0.0893137623872,-0.105887782102,-0.0575281015828,0.099272348695,0.199810050866,0.217621348491,-0.111968459425,0.262909585856,-0.0500849864874,-0.242729757682,-0.0872012311426,0.1047099028,0.201028625198,-0.0710997125055,-0.159168277323,-0.0788243528189,-0.0271627507465,-0.0937537136726,0.198753732547,-0.0534617168478,0.0623617528391,0.258515871861,0.0381903985936
-3.06352269156,-0.719032073251,0.702842861573,0.310076520038,0.16999003533,0.201193359578,0.131297655349,0.468749665577,-0.44365982128,0.19509853326,0.3411892702,-0.198979207553,-0.192919253509,-0.196263250074,-0.0420744207494,0.159938636946,0.202327754656,0.0168169161411,-0.188112868138,0.208110483498,-0.0327129263165,-0.158304596473,0.0427595045664,0.341979478562,0.0775573463039,0.0807282493529,0.0508441821328,0.149345685997,0.0858363388538,-0.00477762283998,0.371580411893,0.209296983725,0.0591072581858,0.473639245606,-0.115907669096
-3.04608746309,-0.708824407385,0.65928007393,0.240103595781,0.121960810914,0.248520684662,0.335786189492,0.421941528263,-0.232873273348,-0.158710090211,0.277001048651,0.10757840145,-0.0698321372439,-0.148075968559,0.241775019226,-0.0446330817529,0.226978992412,0.027973634836,0.00484280910558,0.0964306949583,-0.191227788329,0.113475526133,0.251777303458,0.238843306963,-0.173294971704,-0.259282176955,-0.0271446711861,0.0624580178296,0.185007909255,0.00118707646854,0.320688094834,-0.0274448392786,-0.196736714185,0.0959468905642,-0.0406951078899
-3.03755400823,-0.673446393504,0.654918197902,0.225840215814,0.220466056657,0.498809379377,0.0727938997503,0.449678544095,-0.254066304007,-0.355462147934,0.34041711551,0.106564404058,-0.218194771817,0.0304559324202,0.208353711374,-0.0258620736124,0.0961671520986,0.350923113943,0.194604780903,0.092604045954,-0.161052249394,-0.324541691727,0.179043644463,0.31132744316,-0.314485464757,0.0365554226321,0.162542531016,-0.196886583687,0.0765441700533,-0.200771252294,0.0317955487147,-0.103837337178,-0.3042780038,0.172020868,-0.0149842010259
-3.03924652562,-0.513357798497,0.528702332726,0.392411642338,0.309938808368,0.365071495102,0.0498567616388,0.246008539371,-0.463677808899,-0.0793871549208,0.304032910112,-0.0725982908462,-0.0719158910316,-0.0190297869159,0.365300335,0.0825342127392,0.228871449802,0.228212543069,-0.0151207591715,0.162268792583,0.245698888173,-0.323428630714,0.105221886059,0.225254048591,-0.261346872328,-0.0673313464981,-0.00142592807529,-0.133073489457,0.23302300637,-0.0471330218474,0.061231095769,-0.249932149104,-0.26165766771,-0.00467219511845,-0.0148917555441
