Id,Longitude,Latitude,Continent,Basin_id,Cell_locat,evapproxy,premin,premax,salmin,salmax,minairtemp,maxairtemp,minsst,maxsst,minsoilmoist,maxsoilmoist,stddev_elevdepth,Min_czcs,Max_czcs,runoffnew,Wave_heigh,Tideformproxy
41012,151.5,-23.5,Australia,0,-1,6725.16,38,75,3529,3556,282.2,301,295007,300923,0.9,0,828.834,0.26,0.58,0,3,8
41334,113.5,-24.5,Australia,802,1,9993.02,3,18,3520,3530,283,302,295629,298930,0,1,1472.01,0.38,1.03,0,2,4.5
41372,151.5,-24.5,Australia,821,1,6610.02,38,75,3516,3546,281,300,295241,300781,1,12,3684.82,0.22,0.48,150,3,6
41373,152.5,-24.5,Australia,0,-1,6858.4,56.5,75,3509,3539,281,300.2,295410,300840,1.45,0,2584.79,0.18,0.32,0,3,6
41374,153.5,-24.5,Australia,821,-1,7952.94,62.67,75,3512,3542,281,300,295510,300503,1.67,2.97,4742.39,0.15,0.22,38,3,6
41693,112.5,-25.5,Australia,802,-1,9353.08,3,18,3528,3542,280.6,305.9,294997,297913,0,2.02,4688.95,0.16,0.34,3,3,4.5
41694,113.5,-25.5,Australia,0,1,8868.72,3,22,3527,3542,280,306,294988,297975,0,2,598.606,1.27,1.96,0,1,4.5
41695,114.5,-25.5,Australia,802,2,8426.16,3,18,3525,3541,279,309,294980,298027,0,3,2518.97,4.18,6.39,25,1,4.5
41733,152.5,-25.5,Australia,821,1,8029.92,75,75,3500,3535,281,300,295276,300411,2,13,2714.14,0.33,0.65,150,3,6
41734,153.5,-25.5,Australia,0,-1,7137.48,75,75,3495,3533,280.6,299.8,295230,300123,1.86,0,3044.81,0.21,0.3,0,3,6
42054,113.5,-26.5,Australia,808,1,8698.77,3,31.33,3529,3551,280,307,294437,297311,0,3,2206.4,0.33,0.82,0,3,3
42055,114.5,-26.5,Australia,808,1,7468,3,38,3529,3551,279,309,294397,297268,0,3,2879.5,-9999,4.57,25,1,3
42094,153.5,-26.5,Australia,0,-1,6088.29,75,133.33,3471,3517,279.9,299.1,294977,299833,1.86,0,3478.83,0.17,0.27,0,3,6
42414,113.5,-27.5,Australia,0,-1,7571.72,4.25,47.25,3530,3555,280.3,305.9,294157,297010,0,0,2768.62,0.2,0.56,0,3,3
42415,114.5,-27.5,Australia,808,1,6959.96,3,38,3532,3556,281,305,293991,296854,0,2,3711.34,0.29,1.03,0,3,3
42454,153.5,-27.5,Australia,821,1,5780.18,75,250,3482,3524,279,299,294874,299721,2,14,3136.38,0.15,0.28,0,3,6
42775,114.5,-28.5,Australia,812,1,6274.5,8,75,3537,3559,281,301,293519,296380,0,1,3326.84,0.22,0.82,0,3,3
42814,153.5,-28.5,Australia,821,1,5095.3,75,250,3510,3538,281,298,294183,298969,1,9,3558.64,0.13,0.32,600,3,4.5
43135,114.5,-29.5,Australia,0,-1,4980,5.86,69.71,3539,3560,281,301.3,293327,296230,0,0,2819.23,0.16,0.47,0,3,3
43174,153.5,-29.5,Australia,0,-1,4806.4,75,250,3514,3540,280.6,298,294103,298870,1.17,0,3276.18,0.26,0.4,0,3,4.5
43495,114.5,-30.5,Australia,812,-1,4986.42,3.71,96.43,3546,3563,281,300.4,293013,295720,0,2.12,4599.5,0.12,0.31,0,3,3
43496,115.5,-30.5,Australia,812,1,4646.46,3,75,3549,3564,281,301,292882,295451,0,4,3657.21,0.25,0.86,0,3,3
43534,153.5,-30.5,Australia,821,-1,4614.72,75,183.33,3534,3551,279.7,297.3,293707,298503,1,5.31,4694.56,0.18,0.31,107,3,4.5
43856,115.5,-31.5,Australia,0,-1,6332.56,3,150,3554,3566,281,299,292643,295050,0,4,2811.73,0.16,0.61,0,3,3
43869,128.5,-31.5,Australia,814,1,5021.36,8,38,3580,3613,277,301,289145,292298,0,2,3049.1,-9999,-9999,25,4,3
43870,129.5,-31.5,Australia,805,1,5052.64,8,38,3580,3613,278,301,289117,292288,0,2,1913.06,0.25,0.65,25,4,3
43871,130.5,-31.5,Australia,814,1,5233.92,8,38,3584,3613,278,301,289232,292330,0,2,712.04,0.25,0.86,25,4,3
43872,131.5,-31.5,Australia,814,1,5330.4,8,18,3590,3613,278,302,289353,292338,0,2,2379.61,0.23,1.27,25,4,3
43873,132.5,-31.5,Australia,804,1,4688.72,8,18,3590,3613,277,302,289350,292331,0,3,3029.04,-9999,-9999,25,4,3
43893,152.5,-31.5,Australia,821,1,5181.6,75,150,3543,3558,279,297,293516,298293,1,11,3579.78,0.31,0.51,75,3,3
43894,153.5,-31.5,Australia,821,-1,4897.8,75,150,3553,3565,278.7,297,293303,298073,1,10.51,5235.95,0.13,0.27,43,3,3
44216,115.5,-32.5,Australia,0,-1,6210.27,6.5,142.5,3559,3566,281.1,296.8,292430,294423,0.52,0,2635.11,0.17,0.59,0,3,2
44225,124.5,-32.5,Australia,810,1,5272.65,18,38,3561,3592,276,301,289265,291887,0,3,3611.34,0.23,0.62,25,4,3
44226,125.5,-32.5,Australia,805,1,4977.25,18,38,3573,3606,278,298,289300,292206,0,1,2277.89,0.19,0.6,25,4,3
44227,126.5,-32.5,Australia,0,-1,5132.16,18,38,3579,3613,277.6,298.9,289333,292363,0,0,1078.38,0.17,0.63,0,4,3
44228,127.5,-32.5,Australia,0,-1,5172.3,11.33,38,3580,3613,277.3,300.2,289167,292307,0,0,1090.78,0.17,0.75,0,4,3
44229,128.5,-32.5,Australia,0,-1,4988.7,8,38,3580,3613,277.3,301,289097,292280,0,0,733.225,0.19,0.66,0,4,3
44233,132.5,-32.5,Australia,804,-1,4603.2,9.43,20.86,3588,3612,277.3,302,289367,292380,0,1.79,1255.3,0.17,0.59,16,4,3
44234,133.5,-32.5,Australia,0,-1,3938.4,14.67,31.33,3595,3616,277,302.4,289317,292233,0,0,393.811,0.27,1.17,0,4,3
44235,134.5,-32.5,Australia,804,1,3769.2,18,38,3588,3609,277,303,289213,292045,0,5,2750,0.63,2.55,25,3,3
44238,137.5,-32.5,Australia,804,1,4011.6,18,38,3618,3648,275,303,288087,290700,0,6,2992.65,0.21,3.9,25,3,4.5
44252,151.5,-32.5,Australia,821,1,5115.6,75,75,3553,3560,278,297,292362,296914,1,15,3687.71,-9999,-9999,300,3,4
44253,152.5,-32.5,Australia,821,1,5289.18,75,120,3549,3560,278,297,293017,297705,1,13,4144.1,0.32,0.49,0,3,4
44576,115.5,-33.5,Australia,0,-1,4624.23,8,150,3565,3569,281,295,292430,294423,1,5,2548.24,0.28,0.92,0,3,2
44580,119.5,-33.5,Australia,818,1,3556.8,18,38,3536,3574,277,299,289763,292053,1,6,4005.79,-9999,-9999,25,5,2
44581,120.5,-33.5,Australia,818,1,4958.94,18,75,3535,3576,277,300,289651,291978,1,6,3544.59,-9999,-9999,25,5,2
44582,121.5,-33.5,Australia,818,1,5277.8,18,38,3540,3580,277,300,289312,291736,1,6,3076.82,0.16,0.52,25,5,2
44583,122.5,-33.5,Australia,818,1,4536.87,18,75,3545,3583,277,299,289176,291656,1,5,3675.64,0.25,0.61,25,5,3
44584,123.5,-33.5,Australia,818,1,5594.41,18,59.14,3551,3584,277,300,289169,291683,0,4,3360.47,0.21,0.91,0,4,3
44585,124.5,-33.5,Australia,0,-1,5202.12,18,43.29,3559,3589,276.8,299.9,289300,291840,0.09,0,1655.44,0.2,0.54,0,4,3
44595,134.5,-33.5,Australia,0,-1,3877.56,14.36,44.73,3581,3601,277.4,300.5,289070,291773,0,0,1965.49,0.21,1,0,3,3
44596,135.5,-33.5,Australia,804,1,3626,8,38,3590,3613,277,301,288580,291212,0,5,2501.75,0.34,0.98,25,3,4.5
44597,136.5,-33.5,Australia,804,1,3988.14,18,38,3603,3628,277,300,288146,290725,0,4,3657.81,0.33,0.7,25,3,4.5
44598,137.5,-33.5,Australia,0,-1,4789.8,18,38,3620,3650,277,300,288087,290700,0,5,2062.8,1.92,2.57,25,3,4.5
44599,138.5,-33.5,Australia,804,1,1747.8,18,38,3614,3642,275,302,288074,290666,0,6,3874.94,4.06,5.63,25,3,4.5
44612,151.5,-33.5,Australia,821,1,4696.56,75,150,3553,3556,279,296,291610,295987,1,11,3882.27,0.19,0.46,300,3,4
44936,115.5,-34.5,Australia,0,-1,4346.76,18,150,3564,3567,282,292,290567,292873,0,3,2705.56,0.2,0.75,0,3,2
44937,116.5,-34.5,Australia,818,1,3686.43,18,150,3560,3568,280,295,290434,292689,2,7,3740.65,-9999,-9999,25,5,2
44939,118.5,-34.5,Australia,818,1,3936.52,8,38,3545,3572,279,296,289605,291927,1,6,3051.3,0.11,0.39,25,5,2
44940,119.5,-34.5,Australia,0,-1,4081.7,14,45.4,3534,3574,277.8,298.1,289820,292100,1,0,3472.23,0.12,0.29,0,5,2
44943,122.5,-34.5,Australia,818,-1,5015.64,18,62.67,3539,3582,277,299.5,289230,291673,0.77,4.67,3976.76,0.13,0.34,19,5,3
44944,123.5,-34.5,Australia,818,-1,5255.36,18,75,3550,3581,277,299.8,289007,291530,0.37,3.46,3935.51,0.16,0.37,6,4,3
44956,135.5,-34.5,Australia,804,1,4428,18,75,3587,3608,279,295,288154,290646,0,3,1778.5,0.21,0.86,0,3,4.5
44957,136.5,-34.5,Australia,0,-1,4451.78,16.95,51.63,3608,3635,277.8,298.4,288087,290700,0,0,1479.09,0.27,0.78,0,3,4.5
44958,137.5,-34.5,Australia,804,1,4673.34,18,38,3595,3618,278,298,287984,290499,0,5,1948.42,0.65,1.24,25,3,4.5
44959,138.5,-34.5,Australia,804,1,3695.12,18,75,3593,3614,276,300,287931,290416,0,6,2990.38,0.55,1.31,25,3,4.5
44971,150.5,-34.5,Australia,821,1,3582.08,75,75,3554,3558,277,297,291419,295647,1,15,3679.85,0.2,0.4,300,3,4
44972,151.5,-34.5,Australia,821,-1,4024.68,75,108.33,3553,3556,277.6,296.5,291610,295987,1,13.34,5246.04,0.17,0.36,245,3,4
44993,172.5,-34.5,Oceania,0,-2,4504.92,75,150,3553,3564,282,292,289670,293557,0,0,4305.32,0.36,0.59,0,3,6
45297,116.5,-35.5,Australia,818,-1,3856.28,18,150,3559,3568,280.7,294.3,289597,291907,1.26,5.63,4642.13,0.11,0.31,17,5,2
45298,117.5,-35.5,Australia,818,-1,4106.88,13,94,3555,3570,279.5,294.9,289433,291803,1.25,5.07,4398.3,0.12,0.57,25,5,2
45299,118.5,-35.5,Australia,818,-1,4053.7,8,38,3547,3572,279,296.3,289477,291820,1.14,4.53,4872.01,0.1,0.3,17,5,2
45316,135.5,-35.5,Australia,0,-1,4511.23,16.33,68.83,3574,3593,278.7,296.5,288067,290337,0,0,4859.83,0.11,0.45,0,3,4.5
45317,136.5,-35.5,Australia,804,-1,4883.94,18,62.67,3573,3589,278.4,296.9,287877,290397,0,1.92,2735.81,0.21,0.71,7,3,4.5
45318,137.5,-35.5,Australia,0,-1,4913.18,18,75,3587,3606,279,294,287993,290460,0,3,1215.42,0.46,1.38,25,3,4.5
45319,138.5,-35.5,Australia,804,1,4227.5,18,57.73,3578,3596,277,299,287787,290175,0,6,2112.57,0.5,1.27,0,3,4.5
45320,139.5,-35.5,Australia,817,1,4488.51,18,38,3567,3583,277,299,287586,289839,0,7,1142.36,0.43,1.3,25,3,4.5
45331,150.5,-35.5,Australia,821,1,2407.02,62.67,75,3555,3561,276,296,290824,294620,1,14,4158.21,0.2,0.49,0,3,4
45354,173.5,-35.5,Oceania,0,-1,4473.92,75,150,3550,3560,282,292,289743,293643,0,3,3004.33,0.31,1.24,0,3,6
45355,174.5,-35.5,Oceania,0,-1,4934.08,75,150,3553,3561,281,292,289287,293367,0.55,0,3440.5,0.31,0.85,0,2,6
45677,136.5,-36.5,Australia,0,-2,4914.9,18,75,3561,3573,279,295.8,287547,289850,0,0,4810.74,0.15,0.37,0,3,4.5
45678,137.5,-36.5,Australia,0,-1,4905.87,18,67.6,3565,3577,278.3,296.7,287623,289903,0,0,2830.75,0.17,0.58,0,3,4.5
45680,139.5,-36.5,Australia,0,-1,4382.92,18,50.33,3568,3583,277.5,297.2,287557,289770,0,0,1469.33,0.33,1.07,0,3,4.5
45690,149.5,-36.5,Australia,821,1,2170.08,38,75,3555,3563,275,294,290411,293930,1,14,3952.68,0.2,0.46,300,3,6
45691,150.5,-36.5,Australia,821,-1,2414.77,43.29,75,3557,3564,276.1,294.5,290657,294287,0.83,12.8,4849.29,0.18,0.43,191,3,4
45714,173.5,-36.5,Oceania,820,-1,4586.56,75,150,3542,3554,281,292,288487,292803,0.55,3.17,5099.78,0.29,1.33,0,3,6
45715,174.5,-36.5,Oceania,820,1,4857.92,75,150,3542,3553,280,292,288857,292992,1,7,1636.24,0.83,3.1,0,3,8
45716,175.5,-36.5,Oceania,0,-1,5834.22,75,150,3545,3556,279,292,289060,293137,0.91,0,2490.88,0.91,1.82,0,2,6
46040,139.5,-37.5,Australia,821,-1,4232.06,18,67.6,3547,3564,278.6,294.2,287263,289443,0,3.14,4126.96,0.28,0.7,14,3,4.5
46041,140.5,-37.5,Australia,821,1,4190.62,18,75,3547,3562,279,292,287297,289304,0,6,1506.95,0.75,1.95,25,3,3
46045,144.5,-37.5,Australia,821,1,3045.24,75,75,3543,3550,275,296,286409,289446,1,16,3844.85,-9999,-9999,25,3,4
46046,145.5,-37.5,Australia,817,1,707.04,75,150,3544,3552,275,295,286324,289807,1,16,4078.98,-9999,-9999,150,3,6
46048,147.5,-37.5,Australia,821,1,2552.1,38,75,3548,3559,276,293,286730,290442,1,11,3714.62,-9999,-9999,600,3,6
46049,148.5,-37.5,Australia,821,1,3250.24,38,75,3550,3560,276,292,287974,291543,1,10,3546.07,-9999,-9999,600,3,6
46050,149.5,-37.5,Australia,821,1,3746.16,38,75,3552,3562,278,292,289520,292951,0,8,3721.52,0.22,0.6,300,3,6
46051,150.5,-37.5,Australia,821,-1,3420,38,75,3552,3562,276.8,293,289920,293217,0.5,10.5,5244.44,0.19,0.48,300,3,6
46075,174.5,-37.5,Oceania,0,-1,3517.28,75,150,3531,3542,278.8,291.7,288317,292547,0.92,0,4277.86,0.52,2.54,0,3,8
46076,175.5,-37.5,Oceania,820,1,3271,75,150,3537,3548,278,292,288774,292877,1,11,2531.18,2,2.94,1200,3,8
46077,176.5,-37.5,Oceania,820,-1,3371.76,75,150,3539,3551,277.7,291.9,289247,293227,1,7.03,4030.19,0.34,1.19,840,2,8
